text,label
I love how perfect.,positive
It makes me feel cool.,positive
This is so horrible.,negative
I am so ngán ngẩm about this.,negative
I am so tồi tệ quá about this.,negative
It makes me feel ngu.,negative
It makes me feel boring.,negative
This is thối.,negative
This is đáng tiền!,positive
This is xịn!,positive
I really fantastic it.,positive
Rất wonderful.,positive
I am so bad about this.,negative
This is so mất thời gian.,negative
It makes me feel beautiful.,positive
Tôi cảm thấy đỉnh.,positive
I am so terrible about this.,negative
This is so tràn đầy năng lượng.,positive
This is đẹp!,positive
Rất annoying.,negative
This is yêu thích!,positive
The experience was bad.,negative
I really disappointing it.,negative
I hate how tốn thời gian.,negative
This is so ổn.,positive
Thật sự super.,positive
I really đau đầu it.,negative
This is so tồi tệ quá.,negative
It makes me feel thú vị.,positive
The experience was phiền.,negative
I love how awesome.,positive
It makes me feel phiền.,negative
I really worse it.,negative
Tôi cảm thấy yêu thích.,positive
I love how mãn nhãn.,positive
It makes me feel amazing.,positive
I am so ngu ngốc about this.,negative
Rất nice.,positive
The experience was đẹp.,positive
I hate how dở.,negative
Tôi cảm thấy nhàm.,negative
This is great!,positive
This is đỉnh!,positive
It makes me feel thú vị.,positive
I hate how dở ẹc.,negative
It makes me feel gorgeous.,positive
This is so ngu ngốc.,negative
The experience was đẹp.,positive
It makes me feel bad.,negative
I am so chán about this.,negative
The experience was nhàm.,negative
I am so tồi tệ quá about this.,negative
The experience was boring.,negative
The experience was ngán ngẩm.,negative
This is so wonderful.,positive
It makes me feel unusable.,negative
It makes me feel yêu thích.,positive
The experience was boring.,negative
The experience was yêu thích.,positive
Rất ngán ngẩm.,negative
This is so bad.,negative
I hate how terrible.,negative
This is tồi tệ quá.,negative
Thật sự mất thời gian.,negative
Rất satisfying.,positive
Rất ngạc nhiên.,positive
I really tồi tệ quá it.,negative
I hate how vô dụng.,negative
This is yêu thích!,positive
This is so đau đầu.,negative
The experience was phiền.,negative
Thật sự dở ẹc.,negative
Thật sự ngán.,negative
Rất đỉnh.,positive
Thật sự mãn nhãn.,positive
I really worse it.,negative
Thật sự tồi tệ quá.,negative
This is great!,positive
The experience was không đáng.,negative
This is poor.,negative
I am so ngu ngốc about this.,negative
I love how ngạc nhiên.,positive
This is so ngạc nhiên.,positive
I really khó chịu it.,negative
I hate how phiền.,negative
I am so không đáng about this.,negative
Thật sự wonderful.,positive
It makes me feel mãn nhãn.,positive
The experience was thỏa mãn.,positive
This is tuyệt!,positive
This is khó chịu.,negative
This is mãn nhãn!,positive
I really awful it.,negative
Rất tràn đầy năng lượng.,positive
I really tồi tệ it.,negative
I love how xịn.,positive
This is so perfect.,positive
I hate how dở.,negative
Rất cực kỳ tốt.,positive
This is so không tốt.,negative
Rất tồi tệ.,negative
I am so gorgeous with this.,positive
I am so đáng tiền with this.,positive
Rất thối.,negative
The experience was super.,positive
Tôi cảm thấy đáng tiền.,positive
It makes me feel không đáng.,negative
I love how ngạc nhiên.,positive
This is dở ẹc.,negative
I am so amazing with this.,positive
I am so thú vị with this.,positive
This is really good!,positive
It makes me feel ngon.,positive
Thật sự đáng tiền.,positive
It makes me feel perfect.,positive
I love how cực kỳ tốt.,positive
It makes me feel dở ẹc.,negative
This is so really good.,positive
This is so đẹp.,positive
Tôi cảm thấy đẹp.,positive
I love how wonderful.,positive
I am so worse about this.,negative
Tôi cảm thấy ngán ngẩm.,negative
This is so tràn đầy năng lượng.,positive
It makes me feel tràn đầy năng lượng.,positive
Tôi cảm thấy ngon.,positive
Tôi cảm thấy annoying.,negative
The experience was unusable.,negative
Thật sự cực kỳ tốt.,positive
I am so kém about this.,negative
This is beautiful!,positive
I hate how tồi tệ quá.,negative
Rất tuyệt.,positive
I love how nice.,positive
This is unusable.,negative
The experience was dở.,negative
Rất ổn.,positive
This is so mất thời gian.,negative
I am so chán about this.,negative
The experience was kém.,negative
This is so annoying.,negative
This is awesome!,positive
This is so awesome.,positive
It makes me feel chán.,negative
The experience was disappointing.,negative
I really excellent it.,positive
I really đẹp it.,positive
I really beautiful it.,positive
The experience was thỏa mãn.,positive
I hate how boring.,negative
This is xịn!,positive
This is so cực kỳ tốt.,positive
I hate how méo hiểu.,negative
It makes me feel đáng yêu.,positive
I hate how không đáng.,negative
Thật sự ngu.,negative
The experience was ngu.,negative
I hate how poor.,negative
Thật sự đẹp.,positive
Tôi cảm thấy đau đầu.,negative
I really thỏa mãn it.,positive
I really xịn it.,positive
This is so cực kỳ tốt.,positive
The experience was ngu ngốc.,negative
I love how mãn nhãn.,positive
I love how xịn.,positive
It makes me feel đỉnh.,positive
I love how ấm áp.,positive
Thật sự tốn thời gian.,negative
It makes me feel excellent.,positive
I really horrible it.,negative
I really ổn it.,positive
I am so fantastic with this.,positive
This is so awful.,negative
The experience was đẹp.,positive
This is so thối.,negative
The experience was disappointing.,negative
Tôi cảm thấy đáng yêu.,positive
This is great!,positive
Thật sự phiền.,negative
Tôi cảm thấy fantastic.,positive
This is cực kỳ tốt!,positive
I really excellent it.,positive
I really không tốt it.,negative
This is ngu.,negative
Thật sự bad.,negative
It makes me feel tuyệt vời.,positive
Rất khó chịu.,negative
I really ngon it.,positive
Rất thối.,negative
Rất really good.,positive
Rất wonderful.,positive
Tôi cảm thấy đáng tiền.,positive
I really mãn nhãn it.,positive
The experience was không tốt.,negative
This is so dở.,negative
It makes me feel amazing.,positive
I really chán it.,negative
I really fantastic it.,positive
Thật sự super.,positive
Rất poor.,negative
I love how awesome.,positive
This is so tồi tệ quá.,negative
I really ngu ngốc it.,negative
It makes me feel tuyệt vời.,positive
I am so cực kỳ tốt with this.,positive
Thật sự worse.,negative
Rất bad.,negative
I hate how khó chịu.,negative
It makes me feel kém.,negative
Tôi cảm thấy worse.,negative
This is đau đầu.,negative
Thật sự ngạc nhiên.,positive
I love how gorgeous.,positive
Thật sự thối.,negative
Rất ổn.,positive
I love how mãn nhãn.,positive
I really wonderful it.,positive
It makes me feel nice.,positive
The experience was thỏa mãn.,positive
The experience was really good.,positive
I really đau đầu it.,negative
This is so tuyệt.,positive
This is tuyệt!,positive
I hate how awful.,negative
I love how really good.,positive
Rất mất thời gian.,negative
I love how đẹp.,positive
Rất cực kỳ tốt.,positive
I love how nice.,positive
I am so great with this.,positive
The experience was méo hiểu.,negative
It makes me feel thú vị.,positive
Rất ổn.,positive
Tôi cảm thấy perfect.,positive
It makes me feel tốn thời gian.,negative
This is so đau đầu.,negative
Rất tuyệt vời.,positive
I am so nice with this.,positive
Rất perfect.,positive
I really beautiful it.,positive
The experience was beautiful.,positive
I love how thỏa mãn.,positive
I love how wonderful.,positive
Rất méo hiểu.,negative
Thật sự đỉnh.,positive
This is ngon!,positive
It makes me feel poor.,negative
I really beautiful it.,positive
Tôi cảm thấy thối.,negative
I am so unusable about this.,negative
I really đau đầu it.,negative
The experience was ngạc nhiên.,positive
Thật sự wonderful.,positive
The experience was ngu.,negative
I love how ngạc nhiên.,positive
Thật sự dở ẹc.,negative
It makes me feel khó chịu.,negative
Tôi cảm thấy thối.,negative
Thật sự tồi tệ quá.,negative
This is awesome!,positive
I love how ngon.,positive
Thật sự đau đầu.,negative
It makes me feel tuyệt.,positive
Rất worse.,negative
This is awful.,negative
I really thỏa mãn it.,positive
Thật sự awful.,negative
Thật sự awesome.,positive
I am so excellent with this.,positive
The experience was mất thời gian.,negative
Tôi cảm thấy yêu thích.,positive
I am so nhàm about this.,negative
This is so fantastic.,positive
I am so unusable about this.,negative
Tôi cảm thấy thỏa mãn.,positive
The experience was thú vị.,positive
It makes me feel ngu ngốc.,negative
This is so perfect.,positive
I really tràn đầy năng lượng it.,positive
I really satisfying it.,positive
Thật sự chán.,negative
This is ngán ngẩm.,negative
I am so annoying about this.,negative
This is so đẹp.,positive
Rất cool.,positive
Rất wonderful.,positive
It makes me feel disappointing.,negative
This is so unusable.,negative
Rất đáng tiền.,positive
This is không đáng.,negative
I am so ngán about this.,negative
I hate how khó chịu.,negative
Thật sự không tốt.,negative
This is great!,positive
I am so amazing with this.,positive
Tôi cảm thấy xịn.,positive
The experience was ổn.,positive
I really tồi tệ quá it.,negative
I love how great.,positive
This is worse.,negative
Thật sự chán.,negative
Thật sự annoying.,negative
This is so ngán.,negative
Tôi cảm thấy thú vị.,positive
I love how cực kỳ tốt.,positive
Thật sự đáng tiền.,positive
I am so nhàm about this.,negative
The experience was đáng tiền.,positive
I am so ngu ngốc about this.,negative
Rất fantastic.,positive
Tôi cảm thấy fantastic.,positive
Tôi cảm thấy unusable.,negative
Thật sự mất thời gian.,negative
The experience was đau đầu.,negative
I hate how không tốt.,negative
I love how mãn nhãn.,positive
I really satisfying it.,positive
It makes me feel excellent.,positive
I hate how tồi tệ quá.,negative
Tôi cảm thấy awesome.,positive
I love how xịn.,positive
This is so đỉnh.,positive
I hate how unusable.,negative
I love how great.,positive
I really chán it.,negative
I am so tuyệt vời with this.,positive
It makes me feel xịn.,positive
Thật sự ngán.,negative
I am so awful about this.,negative
Rất ổn.,positive
I really tồi tệ it.,negative
Thật sự super.,positive
It makes me feel kém.,negative
Rất horrible.,negative
I love how đáng tiền.,positive
Tôi cảm thấy dở ẹc.,negative
Thật sự tồi tệ.,negative
Rất kém.,negative
Thật sự nhàm.,negative
The experience was excellent.,positive
Thật sự super.,positive
Thật sự đẹp.,positive
Rất tồi tệ.,negative
It makes me feel excellent.,positive
The experience was thối.,negative
Thật sự terrible.,negative
This is so awful.,negative
Tôi cảm thấy tồi tệ.,negative
Tôi cảm thấy đỉnh.,positive
I am so gorgeous with this.,positive
Tôi cảm thấy vô dụng.,negative
The experience was ngán ngẩm.,negative
It makes me feel méo hiểu.,negative
It makes me feel ngán.,negative
I am so dở about this.,negative
This is so không tốt.,negative
Tôi cảm thấy khó chịu.,negative
This is cực kỳ tốt!,positive
Thật sự yêu thích.,positive
This is so ngu.,negative
Thật sự nice.,positive
Thật sự really good.,positive
